장르,순위,아티스트,곡명,앨범,앨범이미지,유튜브링크
해외_R&B／Soul,63,Gallant,Weight in Gold,Ology,https://cdnimg.melon.co.kr/cm/album/images/026/78/982/2678982_500.jpg,https://www.youtube.com/watch?v=41vm47l8DHU
해외_R&B／Soul,64,Khalid,Softest Touch,Softest Touch,https://cdnimg.melon.co.kr/cm2/album/images/112/13/940/11213940_20230330113350_500.jpg,https://www.youtube.com/watch?v=aGMM_OuYHkM
해외_R&B／Soul,65,Sylo,Citrus,Citrus,https://cdnimg.melon.co.kr/cm2/album/images/104/77/535/10477535_20200819111353_500.jpg,https://www.youtube.com/watch?v=p4usIZ_O6zE
해외_R&B／Soul,66,Emotional Oranges,Sundays,The Juice: Vol. II,https://cdnimg.melon.co.kr/cm2/album/images/103/49/562/10349562_500.jpg,https://www.youtube.com/watch?v=D5PhrjHJs3M
해외_R&B／Soul,67,Corinne Bailey Rae,Put Your Records On,Corinne Bailey Rae (Special Edition),https://cdnimg.melon.co.kr/cm/album/images/003/46/986/346986_500.jpg,https://www.youtube.com/watch?v=rjOhZZyn30k
해외_R&B／Soul,68,Corinne Bailey Rae,Like A Star,Corinne Bailey Rae (Special Edition),https://cdnimg.melon.co.kr/cm/album/images/003/46/986/346986_500.jpg,https://www.youtube.com/watch?v=gvH9Ccqk5qc
해외_R&B／Soul,69,"Jeremy Passion, Jesse Barrera",Pretend,Pretend,https://cdnimg.melon.co.kr/cm2/album/images/112/05/349/11205349_20230316152616_500.jpg,https://www.youtube.com/watch?v=qExLcd2ZYjA
해외_R&B／Soul,70,Ella Mai,Trip,Ella Mai,https://cdnimg.melon.co.kr/cm/album/images/102/11/363/10211363_500.jpg,https://www.youtube.com/watch?v=JfGD75vHWrU
해외_R&B／Soul,71,Zak Abel,You Come First (feat. Saweetie),You Come First (feat. Saweetie),https://cdnimg.melon.co.kr/cm/album/images/101/52/634/10152634_500.jpg,https://www.youtube.com/watch?v=vFgKUUA0voY
해외_R&B／Soul,72,The Weeknd,Can't Feel My Face,Beauty Behind The Madness,https://cdnimg.melon.co.kr/cm/album/images/023/37/275/2337275_500.jpg,https://www.youtube.com/watch?v=KEI4qSrkPAs
