장르,순위,아티스트,곡명,앨범,앨범이미지,유튜브링크
해외_록／메탈,28,Ellie Goulding,How Long Will I Love You,About Time,https://cdnimg.melon.co.kr/cm2/album/images/103/17/806/10317806_500.jpg,https://www.youtube.com/watch?v=an4ySOlsUMY
해외_록／메탈,29,X Ambassadors,HEY CHILD,ORION,https://cdnimg.melon.co.kr/cm/album/images/102/96/506/10296506_500.jpg,https://www.youtube.com/watch?v=ZaTVVDLWjCY
해외_록／메탈,30,Maroon 5,One More Night,Overexposed,https://cdnimg.melon.co.kr/cm/album/images/021/30/333/2130333_500.jpg,https://www.youtube.com/watch?v=fwK7ggA3-bU
해외_록／메탈,31,Mandy Moore,"When Will My Life Begin? (From ""Tangled"" / Soundtrack Version)",라푼젤 OST,https://cdnimg.melon.co.kr/cm/album/images/011/72/751/1172751_500.jpg,https://www.youtube.com/watch?v=kRXmAIHYQR4
해외_록／메탈,32,Fall Out Boy,The Phoenix,Save Rock And Roll,https://cdnimg.melon.co.kr/cm/album/images/021/81/540/2181540_500.jpg,https://www.youtube.com/watch?v=5JqY-6q-RNA
해외_록／메탈,33,Avril Lavigne,Sk8er Boi,Let Go,https://cdnimg.melon.co.kr/cm/album/images/000/25/274/25274_500.jpg,https://www.youtube.com/watch?v=TIy3n2b7V9k
해외_록／메탈,34,Radiohead,Creep,Pablo Honey,https://cdnimg.melon.co.kr/cm/album/images/000/19/469/19469_500.jpg,https://www.youtube.com/watch?v=XFkzRNyygfk
해외_록／메탈,35,Maroon 5,Animals,V (Deluxe Edition),https://cdnimg.melon.co.kr/cm/album/images/022/79/275/2279275_500.jpg,https://www.youtube.com/watch?v=qpgTC9MDx1o
해외_록／메탈,36,Queen,Bohemian Rhapsody (2011 Remaster),Greatest Hits (2011 Remaster),https://cdnimg.melon.co.kr/cm/album/images/011/23/959/1123959_500.jpg,https://www.youtube.com/watch?v=V8QqZ0Qb3U8
해외_록／메탈,37,Adam Levine,No One Else Like You,Begin Again - Music From And Inspired By The Original Motion Picture,https://cdnimg.melon.co.kr/cm/album/images/022/66/865/2266865_500.jpg,https://www.youtube.com/watch?v=xYWZfCjK8wE
해외_록／메탈,38,Boys Like Girls,The Great Escape,Boys Like Girls,https://cdnimg.melon.co.kr/cm/album/images/003/57/176/357176_500.jpg,https://www.youtube.com/watch?v=JGPgxoIPY6Q
해외_록／메탈,39,Walk The Moon,Shut Up And Dance,Talking Is Hard,https://cdnimg.melon.co.kr/cm/album/images/022/93/652/2293652_500.jpg,https://www.youtube.com/watch?v=6JCLY0Rlx6Q
해외_록／메탈,40,Imagine Dragons,Demons,Night Visions,https://cdnimg.melon.co.kr/cm/album/images/021/74/291/2174291_500.jpg,https://www.youtube.com/watch?v=MA0aCUxItYA
해외_록／메탈,41,Daniel Powter,Bad Day,Daniel Powter,https://cdnimg.melon.co.kr/cm/album/images/003/08/223/308223_500.jpg,https://www.youtube.com/watch?v=gH476CxJxfg
해외_록／메탈,42,Openside,I Just Wanted You,I Just Wanted You,https://cdnimg.melon.co.kr/cm/album/images/102/75/861/10275861_500.jpg,https://www.youtube.com/watch?v=0f-414iJSWY
해외_록／메탈,43,Jason Mraz,I'm Yours,We Sing. We Dance. We Steal Things.,https://cdnimg.melon.co.kr/cm/album/images/003/79/755/379755_500.jpg,https://www.youtube.com/watch?v=EkHTsc9PU2A
해외_록／메탈,44,Gym Class Heroes,Stereo Hearts (Feat. Adam Levine Of Maroon 5),Stereo Hearts,https://cdnimg.melon.co.kr/cm/album/images/020/12/895/2012895_500.jpg,https://www.youtube.com/watch?v=goLWAVVNFH8
해외_록／메탈,45,Oliver Tree,Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",https://cdnimg.melon.co.kr/cm2/album/images/106/17/085/10617085_20210531111046_500.jpg,https://www.youtube.com/watch?v=8F2s8ivKXNY
해외_록／메탈,46,Against The Current,Legends Never Die,Legends Never Die (2017 리그 오브 레전드 월드 챔피언십 주제곡),https://cdnimg.melon.co.kr/cm/album/images/100/97/098/10097098_500.jpg,https://www.youtube.com/watch?v=r6zIGXun57U
해외_록／메탈,47,Fall Out Boy,The Last Of The Real Ones,M A N I A,https://cdnimg.melon.co.kr/cm/album/images/100/59/721/10059721_500.jpg,https://www.youtube.com/watch?v=HWCJI7mCHZE
해외_록／메탈,48,Cigarettes After Sex,K.,Cigarettes After Sex,https://cdnimg.melon.co.kr/cm/album/images/100/84/781/10084781_500.jpg,https://www.youtube.com/watch?v=L4sbDxR22z4
해외_록／메탈,49,Coldplay,Yellow,Yellow,https://cdnimg.melon.co.kr/cm/album/images/006/40/855/640855_500.jpg,https://www.youtube.com/watch?v=yKNxeF4KMsY
해외_록／메탈,50,Oasis,Champagne Supernova,(What's The Story) Morning Glory?,https://cdnimg.melon.co.kr/cm/album/images/000/19/993/19993_500.jpg,https://www.youtube.com/watch?v=tI-5uv4wryI
해외_록／메탈,51,"Will Joseph Cook, chloe moriondo",Be Around Me (feat. chloe moriondo),Be Around Me (feat. chloe moriondo),https://cdnimg.melon.co.kr/cm2/album/images/105/67/857/10567857_20210222100118_500.jpg,https://www.youtube.com/watch?v=AKHbAxvAXLU
해외_록／메탈,52,John Mayer,Gravity,Continuum,https://cdnimg.melon.co.kr/cm/album/images/003/26/896/326896_500.jpg,https://www.youtube.com/watch?v=_iGOWk-r614
해외_록／메탈,53,Eagles,Hotel California (2013 Remaster),Hotel California (2013 Remaster),https://cdnimg.melon.co.kr/cm/album/images/021/92/309/2192309_500.jpg,https://www.youtube.com/watch?v=PiSNXA-iDGk
해외_록／메탈,54,Hozier,Take Me To Church,Hozier,https://cdnimg.melon.co.kr/cm/album/images/001/89/710/189710_500.jpg,https://www.youtube.com/watch?v=PVjiKRfKpPI
해외_록／메탈,55,"OneRepublic, Seeb",Rich Love,Rich Love,https://cdnimg.melon.co.kr/cm/album/images/100/79/350/10079350_500.jpg,https://www.youtube.com/watch?v=0qHGEgFucQU
해외_록／메탈,56,Maroon 5,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance),Overexposed (Deluxe Edition),https://cdnimg.melon.co.kr/cm/album/images/021/30/347/2130347_500.jpg,https://www.youtube.com/watch?v=iEPTlhBmwRg
해외_록／메탈,57,A-ha,Take on Me,Hunting High and Low (Deluxe Edition),https://cdnimg.melon.co.kr/cm/album/images/021/93/587/2193587_500.jpg,https://www.youtube.com/watch?v=djV11Xbc914
